gender,age,zip,category,amt
0,28,84003,8,185.23
0,45,62856,1,68.65
1,40,7208,3,83.7
0,54,87116,8,749.92
1,17,31771,2,9.22
1,44,97132,1,14.14
1,53,29209,11,1094.81
0,44,33470,9,32.56
1,58,12508,4,306.78
1,39,74047,2,51.48
0,49,36749,4,112.12
1,25,40077,1,21.71
1,52,11944,12,960.0
0,38,15484,10,108.42
1,31,5084,4,96.28
1,37,38922,2,35.57
1,48,16314,6,129.78
0,33,52535,0,51.75
0,55,25442,7,96.54
0,61,92128,4,84.55
0,21,85086,4,58.53
1,62,64017,5,130.98
0,23,31632,12,5.99
0,36,48438,6,124.69
1,35,60091,4,304.75
1,58,31561,13,9.25
0,30,62661,0,22.91
0,67,17058,7,2.72
0,65,50312,8,10.95
1,43,59014,11,83.86
0,34,66941,12,891.85
0,33,87558,12,8.01
0,40,25526,11,45.15
0,28,67851,11,12.73
1,40,82936,3,51.54
1,48,20634,7,35.82
0,65,37165,0,85.8
1,79,29860,0,3.54
0,50,76665,9,50.21
0,39,85020,4,204.58
0,33,16858,3,73.93
0,38,77412,9,6.39
0,28,29081,12,51.78
0,40,25526,11,5.26
0,35,32784,2,103.97
0,49,36617,2,10.72
1,47,17850,7,25.54
0,35,32960,1,62.27
1,20,45638,4,291.51
1,23,12534,7,9.63
1,33,92101,8,5.17
1,35,23303,12,128.0
0,22,23106,12,143.07
0,37,73559,0,70.28
0,65,58651,9,2.51
1,60,21524,1,72.0
0,81,81642,13,8.23
1,44,16034,5,74.82
0,30,78584,8,3.02
1,65,14707,11,99.7
0,59,27807,10,78.91
0,49,26339,4,134.78
0,26,49628,6,38.6
0,75,53910,5,9.89
0,48,61454,3,40.12
0,49,57374,6,77.56
0,50,51521,1,66.95
1,77,30756,13,6.73
0,53,44902,4,279.83
1,88,4074,3,55.86
0,61,41810,2,53.89
1,30,53120,1,112.5
0,72,56549,1,120.52
1,16,43321,12,123.65
1,37,32044,5,78.56
0,59,38949,10,55.63
1,61,48371,13,8.54
0,55,25442,5,1.27
0,23,30009,7,5.37
1,42,54418,12,133.26
0,55,56592,0,70.68
1,94,27051,1,112.59
1,27,82501,6,59.76
0,38,15484,7,149.44
0,38,15484,2,55.33
0,39,69165,4,100.27
1,35,1535,7,141.41
1,34,55046,4,34.08
0,28,29081,6,52.99
0,49,26339,4,116.96
1,21,13752,8,777.44
0,80,15665,12,1015.8
1,49,35747,3,16.01
1,27,78631,12,116.84
0,90,41254,0,113.27
1,63,39572,7,50.93
1,41,48088,5,13.48
1,75,28423,12,806.06
1,36,75048,3,58.73
0,61,39769,10,39.19
1,30,77379,6,100.8
0,27,29127,2,63.68
1,79,56729,1,33.75
0,24,95148,3,48.43
0,60,67556,1,28.56
1,41,35229,6,150.03
1,38,48214,5,48.88
1,41,57756,6,75.34
0,50,41056,10,86.51
0,31,52760,1,35.03
0,58,45896,11,9.83
1,34,55046,1,53.99
0,29,60432,3,84.18
1,31,42701,7,32.51
1,61,1330,9,32.21
1,48,16314,11,2.57
1,38,58769,8,860.58
0,49,59448,10,27.52
1,42,54418,5,73.84
1,34,76248,0,10.85
0,56,38079,7,79.02
1,88,4074,9,6.44
0,57,97403,6,93.68
1,65,80824,1,12.09
1,52,60193,7,24.22
1,18,62668,3,25.72
1,26,49440,2,56.49
1,37,40914,4,317.82
0,47,98233,8,8.0
1,26,49440,7,45.31
1,31,54229,10,150.31
1,37,40914,4,98.29
1,95,41836,4,124.25
0,31,13755,11,1127.56
0,60,90403,2,96.63
1,59,54654,12,9.11
1,60,62888,5,67.68
0,28,74720,11,985.65
0,72,77358,12,5.11
1,80,74633,2,17.09
0,38,14037,7,8.3
0,39,99323,5,60.06
0,61,47863,2,20.49
1,45,49621,10,108.86
1,79,56729,6,43.08
0,32,29320,7,4.87
1,68,76443,2,74.7
0,38,77026,7,176.16
0,36,19149,13,26.65
0,21,85086,11,7.75
1,84,12575,8,2.23
0,34,37663,3,68.66
0,32,44233,11,80.92
0,47,82063,0,18.97
1,83,72524,10,36.02
0,64,16839,5,58.09
1,41,25213,7,103.27
1,56,8323,4,149.09
0,46,80120,6,76.05
0,56,38079,12,1.71
0,42,84087,0,118.03
0,78,21405,7,26.26
1,32,28611,11,81.32
1,70,22151,4,112.47
0,81,81642,7,14.72
1,31,51632,12,9.06
0,59,27807,12,4.43
0,90,75661,2,77.66
1,19,51003,9,79.69
1,60,52572,10,13.86
0,32,65072,4,96.74
0,49,62067,8,324.12
1,57,76366,10,20.97
1,46,22968,4,35.33
1,56,8323,1,71.1
1,37,21750,0,152.95
1,53,42634,8,742.26
0,36,21872,11,4.74
1,75,28423,0,2.13
0,93,19310,7,20.43
1,56,21865,4,309.91
0,64,31092,10,21.24
1,42,35776,11,7.35
0,39,99323,12,739.33
0,76,61530,6,82.13
1,36,53924,11,85.08
1,39,31567,1,60.88
0,47,1257,2,41.42
0,42,49854,12,5.9
1,48,82711,6,77.77
0,48,29939,12,7.11
0,75,76631,11,1.52
1,42,15077,5,76.13
0,34,15486,1,64.13
0,43,99160,7,18.67
1,31,51632,8,3.14
0,61,44265,5,132.13
0,49,49895,2,44.58
0,26,58275,4,83.73
1,55,12466,4,126.25
0,29,60432,7,4.8
0,43,99160,2,56.29
0,57,71232,2,86.48
0,24,51006,11,26.25
1,68,14425,12,3.3
0,34,35554,7,39.35
1,31,84532,6,7.14
0,34,84540,5,8.07
1,51,80014,11,1234.32
1,44,97132,9,5.31
1,56,28901,9,55.02
0,53,97383,4,85.17
1,88,4074,11,893.85
0,66,57340,4,125.31
0,95,31563,6,14.61
0,36,21872,12,38.58
0,39,97034,5,12.61
0,42,49854,12,361.74
0,54,29817,4,87.58
1,35,24433,4,106.48
0,33,6024,8,3.18
0,91,58531,6,14.38
1,45,48850,4,277.17
1,59,65354,9,49.44
0,55,25442,11,2.87
0,61,92128,1,80.39
1,76,69201,1,132.25
1,31,51632,2,69.09
0,21,56668,1,9.07
1,47,14778,9,35.4
1,36,1843,11,2271.66
1,59,54654,1,1.75
0,27,37932,9,14.5
1,54,83120,2,18.32
0,46,29911,1,2.49
0,45,46254,1,27.5
0,30,12419,2,54.02
0,28,72042,8,54.51
1,47,15217,12,207.45
0,45,46254,12,8.66
0,44,70808,10,77.62
0,50,36758,11,4.56
0,63,13615,10,84.98
1,54,68626,4,311.12
1,54,83120,5,3.74
0,48,95453,11,9.44
0,56,38079,4,112.77
0,65,58651,11,3.43
0,57,2630,6,8.61
1,26,49440,4,63.21
0,43,76626,1,15.07
0,95,72513,2,59.28
0,67,43070,11,2.95
1,51,80736,1,112.24
1,23,12534,7,18.93
1,49,39211,10,33.01
0,72,15829,6,16.66
1,32,87313,0,82.43
1,44,33956,10,133.48
1,51,24927,0,1.12
0,40,49101,12,133.81
0,49,49895,2,47.28
0,53,33909,7,15.92
0,30,79842,2,42.37
1,30,67529,6,84.02
1,95,41836,0,39.71
0,45,46254,0,214.13
1,51,77971,1,140.88
1,32,15324,4,89.09
0,44,75452,11,199.86
1,37,27258,1,19.66
1,21,72165,6,1.84
0,65,58651,2,43.5
0,49,49895,9,4.67
1,59,14711,0,147.09
0,41,8014,7,50.01
1,39,62970,4,111.08
1,41,57756,10,73.11
0,32,96136,10,27.11
1,48,20634,13,6.73
0,62,4680,0,25.33
1,24,17051,13,4.45
0,50,83646,12,5.8
1,47,90650,11,6.68
1,40,1844,7,92.52
0,36,64874,0,26.02
0,22,46346,6,36.53
0,40,26292,9,757.05
1,65,61335,7,25.46
0,36,77007,5,30.12
0,71,30426,2,41.48
1,95,41836,11,28.38
1,31,5084,8,800.87
0,49,59448,5,13.55
0,32,64019,7,15.93
1,59,22853,6,10.97
0,50,51521,2,85.52
0,38,50469,2,51.78
0,56,38079,8,796.31
1,33,3601,12,129.92
0,38,28405,11,14.04
0,36,21872,12,6.9
0,80,57717,5,12.83
0,43,99160,9,1.76
0,55,97452,2,55.1
0,54,40170,6,59.45
1,66,49632,4,163.3
0,31,32323,11,40.42
1,63,39665,10,6.04
0,71,68950,10,74.73
1,25,40077,7,31.08
0,68,46946,9,48.99
1,86,39825,2,47.38
0,44,75452,3,50.19
0,65,58651,10,22.51
0,72,77358,6,54.82
0,37,82901,5,60.15
0,47,98233,3,81.58
1,20,63021,9,6.97
0,50,76665,4,164.83
1,42,35776,2,81.5
0,20,38677,11,984.26
1,52,62360,11,3.65
0,69,70003,4,70.44
0,80,68932,6,42.43
0,48,29939,6,251.77
0,58,21658,7,76.69
1,29,45801,11,939.06
0,23,31632,4,53.08
0,94,48043,7,128.64
0,24,41812,5,98.49
0,37,82901,6,24.61
1,59,83252,11,62.57
1,81,99783,4,311.92
1,35,67232,9,176.72
0,50,91321,11,1.07
0,64,16839,6,73.52
0,37,75662,1,37.16
0,30,96776,11,9.49
0,64,31092,4,63.09
1,24,17051,2,51.15
1,30,5486,9,35.16
1,89,12410,6,11.29
0,46,63665,1,1.95
0,25,77327,0,10.36
0,71,39897,4,81.64
1,79,24983,6,66.73
0,66,86329,8,874.52
1,41,62571,11,93.84
1,61,1330,11,1.68
1,59,84735,4,139.14
1,77,56019,0,24.14
0,40,68859,2,77.51
0,59,38949,10,50.47
0,38,28405,12,6.36
1,49,87533,7,108.82
0,53,55428,1,110.74
0,28,71291,11,3.58
0,74,39840,10,3.07
0,75,13342,4,154.52
1,56,8323,0,58.64
0,43,99160,12,2.44
1,34,32780,9,189.62
0,52,98836,8,6.76
0,48,82221,3,34.95
0,42,49854,12,19.4
1,41,35229,4,41.36
1,40,77417,7,52.14
1,21,72165,11,197.2
0,70,70732,6,1.5
0,50,74131,0,63.93
0,64,83869,12,5.83
0,35,73669,4,107.1
0,37,28659,2,86.44
0,49,57374,10,6.5
0,30,78584,10,18.31
0,65,37165,2,67.58
1,34,24340,6,60.46
0,57,2630,1,70.69
0,28,67851,6,163.75
1,51,80736,12,189.09
0,46,29911,1,8.26
1,88,44804,12,930.99
1,45,20895,11,59.46
0,92,95537,8,697.52
1,31,5084,0,77.36
1,31,49826,5,74.69
0,47,68031,1,24.67
0,21,56668,8,154.58
1,55,73134,1,143.08
0,24,45150,1,7.55
1,48,16858,9,3.65
1,44,16034,11,112.67
0,42,33510,12,30.61
1,49,35747,2,60.42
1,64,71832,4,270.01
0,38,28405,4,216.8
1,46,59714,2,71.67
1,43,76445,12,126.09
0,48,29939,1,5.98
0,22,18103,1,1.38
0,45,76578,7,47.78
1,49,48174,0,87.54
0,80,15665,10,56.71
0,44,70808,4,213.18
1,51,80736,9,55.29
0,30,13647,5,26.12
1,66,47434,2,81.26
0,53,97383,3,63.38
1,22,38761,10,3.77
0,30,13647,0,26.74
0,75,76631,5,10.89
0,28,64058,7,25.04
1,28,33873,4,37.32
0,22,46346,7,3.84
1,35,54559,4,297.76
0,28,29081,12,1.67
1,46,31042,6,87.0
0,92,63336,2,47.12
1,47,68869,7,44.9
0,70,63565,13,9.79
0,46,62262,6,215.28
1,89,80138,8,642.43
1,47,14778,8,119.38
1,51,77971,4,318.96
0,43,99160,11,1.23
1,33,56672,9,29.15
0,36,48438,5,35.67
1,27,61272,1,58.76
1,66,47434,1,132.58
1,31,5084,9,33.74
1,55,35764,0,219.31
1,30,54441,4,111.74
1,57,76366,11,19.99
1,81,53045,0,427.02
1,51,57732,13,4.25
0,23,31632,1,2.5
0,48,95453,3,53.85
1,39,31567,9,26.57
0,21,56668,11,85.27
0,39,69165,12,9.04
1,65,28372,6,105.85
1,46,59714,8,8.94
0,34,29809,7,38.05
1,33,46290,0,1.38
0,33,52535,4,88.58
1,35,71762,7,2.85
1,45,34668,9,8.7
1,27,13811,7,34.53
0,49,36749,2,75.5
1,63,39572,6,57.92
0,22,11217,7,5.91
1,41,57756,6,80.17
0,75,13342,7,61.16
0,36,48438,2,48.69
1,60,42211,4,117.31
1,44,10604,0,72.01
1,35,30803,7,47.72
1,64,52768,8,1.33
0,37,75703,12,63.44
0,25,77327,12,8.91
0,23,16114,3,14.94
1,61,46366,2,48.54
0,36,71854,12,111.27
1,64,63829,10,8.76
0,33,6024,6,24.42
1,48,16858,1,9.25
1,44,97813,9,34.92
1,35,24433,0,71.7
0,33,82072,9,251.75
1,25,40077,0,53.68
0,73,32442,6,50.42
1,40,82936,11,1101.74
0,24,95148,0,45.58
1,35,24433,7,43.92
0,64,98304,12,824.08
1,53,53926,8,15.01
1,54,83120,0,18.23
1,38,58769,12,790.9
0,53,58765,12,386.94
0,56,76857,2,46.79
1,54,95842,11,1.84
0,46,63665,4,100.41
1,49,70531,0,86.87
0,68,46946,8,829.89
0,46,62262,7,8.9
1,25,40077,0,86.66
0,66,79548,11,1144.45
1,65,80824,2,75.02
0,23,16114,1,8.64
1,36,75048,11,8.61
0,50,51521,2,71.51
1,45,54154,10,49.98
0,49,62067,9,777.09
1,26,46765,4,100.85
1,75,89319,0,36.14
1,44,55403,4,307.42
0,48,6782,2,67.5
1,53,12093,4,139.87
0,46,80120,6,96.71
1,34,33040,5,17.89
1,50,78040,3,46.06
0,27,37932,4,189.85
1,71,33809,2,75.41
0,65,76678,2,64.79
0,45,72011,1,71.9
1,57,59542,9,3.34
0,49,49895,4,75.3
0,47,7060,1,28.99
1,63,4210,10,3.24
0,41,8014,7,22.93
1,77,56019,11,1.84
1,23,79252,10,86.56
0,23,54487,9,346.82
1,65,4047,1,12.15
0,34,31605,12,94.33
1,54,96727,7,78.62
1,55,96135,4,163.12
1,75,16421,12,3.32
1,35,15056,9,27.13
1,54,83120,9,3.21
0,44,70808,7,93.62
0,37,73559,12,9.31
1,26,36111,12,5.31
0,50,3816,13,3.76
0,72,56549,7,148.76
1,29,22311,5,22.71
1,17,31771,4,76.12
0,45,76578,9,186.13
1,61,48371,10,45.1
1,44,35049,1,39.03
1,37,27258,6,42.4
0,72,15829,0,136.68
0,61,47863,4,305.14
0,49,36617,10,39.41
1,33,56672,9,26.45
0,25,55080,12,1.66
1,67,43760,2,34.72
1,22,38761,0,12.67
1,55,83643,4,307.53
0,28,71291,3,72.15
0,68,64470,5,50.6
1,48,61477,2,64.14
0,54,40820,2,57.98
0,22,42171,5,11.87
1,18,62668,7,118.87
1,63,4210,8,1.92
1,48,93627,9,34.83
0,50,3816,8,10.29
0,33,85173,7,38.51
0,61,63131,3,9.95
0,27,7439,4,338.19
0,50,91321,12,5.0
1,65,28372,2,56.08
0,39,69165,2,55.71
1,95,41836,4,120.7
0,31,84002,0,39.29
0,27,7439,6,8.47
1,81,99783,2,95.03
0,35,33872,10,92.45
1,49,70531,0,81.16
0,67,64630,5,7.45
0,42,49854,2,86.71
1,44,21208,0,463.98
0,39,85020,10,14.3
0,32,65072,1,35.06
1,45,82514,1,72.42
0,47,82063,11,45.0
0,49,57374,7,41.15
1,16,43321,1,2.44
1,41,57756,0,59.27
0,22,11217,1,25.72
1,25,78214,4,52.18
0,27,37932,0,38.24
0,56,38915,11,960.22
0,44,26041,10,61.96
1,89,80138,9,2.0
1,24,67346,11,1082.56
0,50,41056,9,177.79
1,57,50421,13,6.86
0,37,29819,7,20.34
1,44,35049,6,14.75
0,48,29939,10,1.99
0,86,68881,1,18.24
1,73,3774,5,2.67
1,55,96135,2,59.01
1,42,7750,1,43.29
1,61,1330,7,43.12
0,58,62023,8,886.9
0,48,92585,12,2.61
1,88,36775,4,172.21
1,49,87533,11,1001.36
1,65,4047,2,72.61
1,54,7022,7,46.34
1,25,78214,12,5.65
1,39,62970,7,46.57
1,38,58769,7,52.41
0,46,29911,2,58.36
0,41,33760,4,195.18
0,35,73669,2,37.52
1,53,56029,5,24.71
1,63,73719,11,5.5
1,16,43321,2,74.54
1,42,95827,5,111.39
0,28,67851,5,44.51
1,39,62970,8,134.89
1,30,77379,3,50.96
0,47,1257,6,16.46
1,51,48202,4,82.78
0,40,10039,2,66.63
1,30,54441,11,89.01
0,33,85173,1,83.36
1,31,5084,5,74.97
0,27,13304,8,8.64
1,39,22719,0,71.41
0,54,29817,6,65.94
0,82,43160,10,90.11
0,44,33470,5,74.18
0,82,12222,6,57.07
0,27,27837,11,17.39
1,22,99033,11,2.82
0,29,24970,0,93.37
0,38,28405,8,2.27
0,44,26041,10,5.09
0,44,33470,12,4.74
0,55,56592,6,21.4
0,57,21102,3,73.19
1,30,10463,6,54.66
0,34,97107,2,71.79
0,28,64058,0,185.94
1,48,35811,10,2.36
0,58,21658,11,9.94
1,51,20012,7,46.01
0,37,98238,7,38.46
0,25,77327,8,5.34
0,33,82072,1,28.66
1,41,48088,7,15.62
0,59,40209,1,68.86
0,45,46254,0,77.32
1,73,68973,6,104.5
0,46,75218,0,17.21
1,39,91206,8,626.59
1,44,16034,12,126.88
1,46,68723,7,51.56
1,32,33710,11,5.8
0,33,6024,10,6.93
1,64,71277,2,57.27
1,55,71960,11,865.64
0,38,14037,11,1.68
1,51,15834,11,1080.13
1,70,4286,4,104.84
0,36,19007,3,81.13
1,46,64659,7,46.27
1,51,94508,9,7.25
1,40,1844,10,33.82
0,30,78584,12,965.64
0,44,72529,6,282.38
0,38,15484,9,92.9
1,49,45331,6,40.27
0,61,92128,8,672.46
0,66,79548,7,16.32
1,34,33040,2,10.65
0,39,99323,8,39.72
1,55,71960,1,19.8
1,27,49775,4,103.97
0,70,95528,0,4.22
0,29,80951,4,208.81
0,26,49628,6,60.82
0,28,72042,12,1.41
0,38,79539,10,1.64
0,35,73669,7,86.05
0,22,18103,7,16.52
0,51,57426,4,92.65
1,48,35811,8,8.21
0,38,77412,3,81.09
0,67,94971,2,40.75
1,35,60091,11,1031.32
1,58,56068,8,687.35
0,36,19149,12,671.96
0,33,52535,2,72.26
1,44,97132,2,51.76
0,34,79772,7,30.57
1,60,21524,5,50.76
0,52,46060,8,993.27
1,51,77971,11,4.79
0,36,64874,6,141.92
0,40,49101,10,69.15
0,33,6024,2,100.61
1,22,99033,12,112.91
0,53,33909,12,1031.71
0,62,25049,12,388.85
0,66,38740,13,9.35
0,28,72042,5,61.6
1,41,62571,10,72.01
0,49,57374,6,3.65
1,17,53228,5,47.44
0,79,53153,9,1.17
0,25,77327,6,29.35
0,59,38949,11,1035.24
0,47,82063,7,7.27
0,47,7060,11,4.73
0,36,33967,5,27.29
0,30,13367,11,302.76
0,38,15484,10,65.0
0,30,79842,12,1.67
1,27,70726,11,4.71
1,40,57641,4,93.78
0,35,33872,12,771.55
1,26,36111,11,5.92
0,45,72011,4,211.72
1,88,4074,8,9.91
0,36,73027,12,3.7
1,43,59014,8,94.26
0,31,31046,0,554.94
1,28,28314,11,7.56
0,54,33620,1,164.73
0,34,17060,5,25.04
0,62,14510,10,9.56
0,23,16114,5,100.31
0,27,37932,4,189.57
0,81,23666,4,275.15
0,49,49895,2,86.33
1,30,54441,6,82.96
1,26,15923,7,55.17
0,31,84002,12,3.61
1,32,15324,1,55.56
0,69,70003,12,5.11
0,40,26292,9,778.62
0,30,13647,6,24.21
0,35,33872,5,40.49
0,49,36749,1,29.98
1,57,59542,5,36.71
1,32,35022,1,88.78
1,64,71277,9,49.36
0,45,62856,2,62.94
1,18,62668,0,98.65
1,65,14707,8,925.99
1,25,40077,5,46.99
1,73,3753,1,6.11
0,47,1257,10,60.51
0,34,15486,7,127.96
1,76,69201,12,963.64
0,31,58569,1,6.79
0,59,87543,12,87.34
1,36,53924,1,64.18
0,49,49895,8,808.21
1,39,74047,11,2.29
1,80,63353,1,12.55
1,74,48206,2,66.42
1,49,70531,8,859.99
1,34,19456,6,71.74
0,36,77007,7,22.57
1,54,88325,4,92.54
0,80,68932,12,1158.16
0,91,58531,11,7.68
0,79,82190,4,119.07
1,22,99033,0,66.16
0,55,56592,2,71.37
1,74,48206,2,56.07
0,63,72059,7,89.16
0,26,49628,1,57.47
1,30,10463,10,75.62
0,56,76857,2,67.59
1,58,50595,10,2.64
0,58,62023,11,1230.42
0,42,66018,1,71.05
0,49,17041,2,52.86
0,39,99323,9,119.6
0,44,33470,9,51.72
0,37,98238,4,60.61
0,90,75661,6,72.13
1,75,96038,7,15.11
0,30,47451,4,104.18
0,23,54487,6,11.54
0,57,21102,9,1.53
1,27,82501,2,6.84
1,22,99033,2,56.88
0,33,49259,9,64.63
1,34,19456,1,54.04
1,56,28901,6,177.36
0,20,38677,11,1.75
0,61,41810,12,3.87
0,21,88355,2,50.86
0,92,95537,5,68.54
0,48,16329,8,71.69
0,29,24970,4,188.09
0,44,26041,8,849.22
0,46,62262,5,28.79
0,21,85086,9,1.47
0,50,76665,5,90.18
0,40,68859,7,68.76
0,58,84325,4,317.09
0,39,99323,9,62.49
0,46,5733,6,3.54
0,94,48043,0,3.58
1,28,92267,6,91.37
1,59,62424,11,900.88
1,48,35811,12,1.82
0,65,58651,5,42.07
1,48,16858,5,2.38
1,55,71960,8,6.01
0,86,68881,7,126.87
1,38,43076,3,32.65
1,60,62888,8,366.65
1,54,88325,10,3.21
0,33,87558,1,1.99
0,74,39840,10,83.91
0,50,41056,5,73.26
0,21,71960,0,569.01
0,41,55065,10,11.49
1,59,16878,1,145.69
0,82,12222,7,24.73
0,27,37932,7,36.8
1,34,19456,12,134.58
0,29,94015,12,7.17
1,26,46765,2,57.73
1,59,62424,2,62.48
0,42,45622,4,86.52
0,38,28405,4,192.98
0,30,79842,5,115.38
0,68,46946,9,2.0
1,28,28314,0,304.23
1,27,61272,6,85.93
1,24,89512,12,9.7
0,50,15458,12,807.35
0,74,39840,8,782.76
0,65,76678,13,6.54
0,68,46946,7,64.85
0,64,16839,10,18.31
0,78,99113,7,67.87
0,64,31092,8,3.98
0,58,16034,0,30.35
0,92,29170,1,64.86
1,32,28611,5,75.43
1,95,41836,11,1.41
1,49,48174,7,110.19
1,44,33956,11,1125.97
0,46,5733,6,25.69
0,22,18103,10,2.14
1,55,44223,7,67.7
1,53,56029,2,20.48
0,16,66618,0,70.7
0,66,86329,4,96.83
1,84,12575,6,29.18
0,22,52563,5,106.15
0,60,18917,0,125.7
0,49,74536,4,373.31
0,45,46254,12,777.77
0,47,68031,0,48.23
0,67,17058,2,61.63
0,44,72476,7,5.22
0,79,53153,11,961.03
0,17,60958,1,1.04
0,37,73559,13,9.42
1,55,73134,11,2.12
1,54,48221,1,68.04
0,46,29911,3,42.34
1,79,24983,5,90.91
0,30,79842,12,2.24
0,33,64114,10,9.89
0,21,56668,4,53.6
0,34,17060,6,39.97
0,80,68932,8,205.07
0,32,65072,2,52.4
1,31,51632,11,1022.46
1,39,31567,4,97.81
0,30,79842,12,7.32
0,36,48438,8,22.82
0,51,4226,0,57.73
0,24,95148,1,3.78
1,29,22311,3,52.12
1,33,87035,11,1160.14
0,63,43330,9,4.85
0,22,23106,1,3.47
1,53,42634,11,1029.83
1,68,3858,9,21.51
1,24,17051,2,58.75
1,87,39562,9,6.8
0,21,56668,9,96.67
0,49,36617,6,70.69
0,93,19310,6,45.56
0,66,38740,9,5.18
1,31,5084,1,55.02
1,57,13484,0,121.29
0,40,53129,10,106.44
0,29,24970,5,63.52
1,62,94569,4,153.56
0,35,82514,6,120.74
0,42,49854,9,6.83
0,40,68859,8,6.12
1,20,37683,8,798.46
0,30,47451,9,36.03
0,46,53801,2,42.99
1,29,22311,11,3.14
1,21,72165,1,7.89
0,60,90403,11,95.25
0,28,67851,11,32.51
0,37,73559,9,814.83
0,48,82221,2,96.03
1,42,35776,0,84.4
0,36,39073,13,5.23
0,75,13342,12,7.81
1,71,33809,0,178.64
1,39,74047,10,21.85
0,36,94558,7,17.88
0,44,56117,4,106.76
0,38,22046,4,206.79
0,44,12986,4,180.02
1,21,3818,7,198.26
0,37,98027,6,15.7
0,31,11796,4,199.74
0,32,65072,4,109.72
0,66,38740,6,1.19
0,69,40202,9,2.05
1,63,73719,7,25.59
1,45,20895,12,6.71
0,36,21872,10,45.38
0,44,56546,2,93.08
1,45,78248,5,38.96
1,66,35651,13,5.23
1,57,50421,4,132.66
0,22,46346,11,1178.11
1,49,87533,3,72.96
1,26,49440,8,2.7
0,44,70808,10,1.83
1,86,55001,11,1126.71
1,49,87533,9,2.04
1,54,7022,12,972.65
0,42,66018,2,113.25
1,67,43760,8,94.98
1,31,49826,6,90.37
0,84,25832,9,4.4
0,17,60958,1,8.35
1,58,56068,2,50.91
0,38,79539,2,69.17
1,55,35764,5,113.46
0,61,39769,10,93.91
1,35,49629,5,73.46
0,58,10970,6,50.84
0,39,99323,0,84.62
0,49,12037,10,149.73
1,32,59710,13,11.62
0,48,92585,12,22.52
0,58,10970,0,19.28
0,92,36507,5,2.81
1,73,3753,8,4.09
1,27,56152,4,99.06
0,22,46346,8,84.59
0,55,43408,0,109.25
1,88,4074,0,7.59
1,26,36111,4,321.12
0,95,72513,12,8.76
0,67,94971,8,635.33
0,34,37663,0,104.83
0,23,54487,5,119.79
0,27,13304,7,103.67
0,38,44412,1,63.09
1,22,99033,7,18.45
1,21,77566,12,9.31
0,80,57717,11,987.33
1,46,66616,0,544.9
1,35,24433,5,76.19
1,33,81005,10,1.56
0,70,15432,8,369.61
1,45,73624,4,296.69
0,44,33470,12,3.46
0,31,60913,2,41.38
0,49,17041,10,73.98
1,40,50314,0,19.28
1,66,46702,12,88.11
0,43,99160,10,52.28
0,29,60432,12,35.72
0,45,76578,7,16.57
1,57,87540,9,51.66
0,24,29438,1,9.22
0,42,87117,6,20.79
1,21,72165,8,152.74
1,44,55403,0,206.43
0,37,75703,8,58.96
0,66,57340,11,1006.34
1,41,25213,3,84.11
1,42,35776,0,1.52
1,57,7764,6,3.5
0,94,48043,4,304.23
0,33,52535,1,3.67
0,29,24970,4,201.75
1,21,13752,12,1157.26
1,31,73754,0,72.82
0,30,13367,8,756.49
1,41,65680,11,1094.88
0,29,76050,1,181.03
0,49,17041,12,2.91
0,63,36541,10,12.34
0,34,84540,0,139.72
0,49,58259,10,111.75
0,63,43330,4,161.07
0,44,33470,3,53.23
0,90,75661,6,65.03
1,65,14707,13,3.38
0,46,75218,3,62.72
0,74,42273,3,13.28
0,45,46254,6,9.52
0,38,95567,10,23.53
0,31,58569,12,831.73
1,63,49705,9,4800.65
1,24,89512,11,1.79
0,30,78584,1,70.13
0,86,85253,8,75.81
0,20,38677,6,63.75
0,40,26292,6,228.49
0,36,73027,2,62.27
1,84,11419,7,44.28
0,23,65066,2,59.88
1,54,49613,10,88.84
1,22,38761,6,32.91
0,32,44233,9,2.07
0,36,19149,3,40.25
1,30,5486,0,85.41
1,54,7022,7,51.27
1,74,22824,2,63.74
0,90,41254,11,9.85
0,34,66941,11,7.29
0,34,35554,10,38.07
1,16,43321,9,122.87
1,48,35811,6,122.31
1,54,96727,2,95.99
1,64,52768,4,129.75
1,46,22968,9,30.05
1,49,70531,2,71.18
0,43,24266,6,248.23
0,45,76578,6,9.42
0,66,95148,0,60.45
0,40,26292,2,65.46
0,36,73027,8,43.87
1,31,47470,6,95.5
0,59,43767,0,116.85
0,33,6024,9,4.25
0,24,29438,11,4.55
0,92,97476,7,69.31
0,36,39073,5,195.27
1,48,20634,6,26.09
1,52,62360,4,133.12
0,49,74536,1,2.37
0,32,29320,2,65.3
0,38,44412,5,191.23
1,26,49440,11,3.16
1,88,36775,4,340.95
0,53,58765,5,21.04
1,34,33040,11,1197.66
1,40,21619,7,42.39
1,77,30756,4,139.57
1,41,65680,11,103.07
1,21,3818,13,6.38
1,39,37754,12,8.44
0,22,42171,6,70.02
0,29,60432,11,87.34
0,37,28659,3,44.79
1,45,20895,3,61.54
1,66,46702,10,13.45
1,27,61272,7,52.55
1,26,36111,11,3.16
0,36,39073,0,131.86
1,31,5084,4,106.92
0,42,45622,4,95.23
0,25,55080,4,75.18
0,60,90403,4,60.35
1,33,3601,9,41.39
0,92,29170,1,66.55
1,42,39113,11,80.18
1,75,53186,10,36.78
0,28,72042,7,16.82
1,62,96037,6,37.67
0,53,44902,7,113.83
